Country Name,Country Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,Region,IncomeGroup
Albania,ALB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.005421253526,85.0047512387157,22.5650526933696,7.79321853789215,12.7254778087102,33.1802743753957,20.6428588670596,0.389437653561606,0.0500181363468233,3.10758827031435,7.77052583431551,0.484002611818484,2.28001916938099,2.36658195679796,2.37072831904283,2.93268248162319,3.32087090389268,2.2669220945083,3.62604695579817,3.42912324722164,2.03159268395298,1.93762080205227,1.62586504402607,3.50120835492656,-0.367317209784628,2.0605984592022,2.02805963071136,1.41109078954248,1.62088661717004,Europe & Central Asia,Upper middle income
Armenia,ARM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3373.75944336293,175.951325534583,18.681185640036,13.960764121791,8.6724863238516,0.648245760470397,-0.790883768934766,3.14590464685019,1.06004929341667,4.72155336605342,6.96126135875792,0.638928002410126,2.89235662459002,4.40736089644519,8.94995335353386,3.40676682683799,8.17636138473956,7.6500080785929,2.55802007757907,5.78966778544654,2.98130868933673,3.73169119261695,-1.40360755900906,0.969553268816231,2.52023382001631,1.44344660770702,1.21143577838465,Europe & Central Asia,Upper middle income
Azerbaijan,AZE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.6300971576201,1128.00002429404,1662.21594875899,411.759641777268,19.7948028061899,3.6743480968473,-0.772697886033187,-8.52517000536062,1.80500303704358,1.54719590152278,2.77116471998268,2.23386492967051,6.70893042797785,9.67950731917054,8.32892482863207,16.6997549618245,20.8490871772713,1.45704835970323,5.72687224669606,7.85833333333332,1.06621339720313,2.41571745279411,1.3734418153318,4.02768573742728,12.4433748584372,12.9359184187334,2.26854690374005,2.61057182799216,2.75980947008126,Europe & Central Asia,Upper middle income
Bulgaria,BGR,,,,,,,,,,,,,,,,,,,,,,,,,,,2.69999999999987,2.72638753651414,2.36966824644548,6.38888888888879,23.8000000000003,338.449111470112,91.2979327269304,72.8787913866333,96.0573382686504,62.0548336837993,121.60754244925,1058.37355921973,18.6722044420641,2.57304281890204,10.3162621289989,7.36093927231849,5.81014365721823,2.34864169582755,6.1471307424627,5.03883807111907,7.26159462769947,8.40253419005894,12.3487195994021,2.75320223914816,2.43899060504117,4.21990346601875,2.95456829831017,0.890093540913032,-1.41818380264842,-0.104633261008417,-0.798649886453611,2.06159619443137,2.81454473824833,3.10372944796774,1.67244096855762,Europe & Central Asia,Upper middle income
Bosnia and Herzegovina,BIH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.12556615620285,1.50077710611539,7.42704310332954,-0.38146428245309,1.99621236745889,3.67124999999999,2.0526745200172,-0.093045683831828,-0.897194054194286,-1.03602303425476,-1.58409999999997,0.810133321953047,1.41710814018026,0.562782154061303,-1.05129600763481,Europe & Central Asia,Upper middle income
Belarus,BLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1190.22923349187,2221.01656992039,709.346032118607,52.7120767531954,63.9373663357479,72.8697170535353,293.678750889773,168.620235850933,61.1349331618477,42.5375481348794,28.3978399133474,18.1082424937646,10.3388794457932,6.99712903535592,8.42675273505306,14.8378764828254,12.9456563410401,7.7357480431251,53.2286983118173,59.2197360232519,18.3122610377873,18.1195543526734,13.5344897649734,11.8365807653497,6.03183725177782,4.87230220550692,5.59815595039852,5.54814357456511,Europe & Central Asia,Upper middle income
Brazil,BRA,,,,,,,,,,,,,,,,,,,,,,101.725072957927,100.54335919485,135.027682230472,192.121733132051,225.989665211895,147.142826237605,228.336162575513,629.114509120897,1430.7237251472,2947.73277248299,432.786661926461,951.962053052818,1927.38079016026,2075.88839757325,66.0070335542481,15.7576656002606,6.92671251629151,3.19507629280056,4.85844749902668,7.04414105947266,6.84035902487525,8.4501643770833,14.7149197228147,6.59718509985962,6.86953720898965,4.18356812896902,3.64127299102654,5.67859390284171,4.88803479876804,5.03872690108066,6.63644962213085,5.40349914037009,6.204310666401,6.32904015516142,9.02990102416129,8.73914352329393,3.44637335032672,3.66485028376724,3.73297621216894,3.21176803803379,Latin America & Caribbean,Upper middle income
Botswana,BWA,,,,,,,,,,,,,,,,11.9747550240953,11.732423613642,13.1687242801078,9.04398827010364,11.7362306367885,13.6324251470895,16.4280267725712,11.1372064274689,10.4771438105237,8.57746904251907,8.09457579975943,10.0017155606022,9.80193387398674,8.35167956821222,11.5750147473285,11.3963461199557,11.7650160839534,16.1676123963339,14.3308033365888,10.5429209938218,10.512546081579,10.0828580652108,8.71993127147747,6.66139865665754,7.74929619202846,8.6014851485149,6.55903767014864,8.03279662527486,9.18990265632739,6.94570363654673,8.61022528546438,11.5552187914379,7.08099847172694,12.7021883920075,8.02729703109583,6.94887658743105,8.45987233408587,7.53690261091916,5.8846070705681,4.40225309243433,3.06203169580559,2.81495791361944,3.30828076768219,3.2380155894771,2.7728644286333,1.89035916824198,Sub-Saharan Africa,Upper middle income
China,CHN,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.23383553065604,18.8118179448753,18.2456383621648,3.05229012075235,3.55668565220449,6.3539813402487,14.6100786356603,24.2569897243361,16.7912251650917,8.31316028893904,2.78646505531886,-0.773186011549305,-1.40147268276465,0.347811226864599,0.719125609120107,-0.731970902350276,1.12760348729636,3.82463743108159,1.77641407667574,1.64943099455862,4.81676767378831,5.92525137041095,-0.728165250932952,3.17532475269199,5.55389892257492,2.61952432645544,2.62105001748115,1.92164162788521,1.43702380935655,2.00000182191941,1.59313600071434,2.07479039965578,2.89923416358227,2.4194218945778,East Asia & Pacific,Upper middle income
Colombia,COL,5.81407628204985,8.28319045648719,4.69709395062471,26.3554355250466,17.0724352164554,7.59068366931587,16.7281682748598,8.32819136425945,7.44753878317767,6.98166307955372,6.90862275848248,12.0567375886525,12.0253164556962,22.5988700564972,22.5806451612903,25.187969924812,18.9189189189189,34.0909090909091,17.5141242937853,24.1987179487179,26.5806451612903,27.5229357798165,24.7002398081535,19.4871794871795,16.362660944206,23.9741816505302,18.8545927854221,23.3103879849812,28.1400659731033,25.8613861386139,29.137822529893,30.348440545809,27.0305636040751,22.4413214627327,22.8471846643832,20.8971286014773,20.7970867893992,18.4625690839056,18.6812565385812,10.8733978176967,9.22257080235504,7.96970293133976,6.35192507425155,7.1307416862268,5.90126181451809,5.05142028722872,4.29245011787705,5.54514128187459,6.99855040288351,4.2010447688327,2.27118326422564,3.41758959146978,3.16732560328694,2.01809847891195,2.89781874427855,4.99023427513779,7.51429322788323,4.3121410323773,3.24023413752975,3.52549273618952,2.52462053498877,Latin America & Caribbean,Upper middle income
